#{"t_start": 1770377261.2335339, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-32.571147,66,1.07135
2.093709,64,1.157312
-150.154049,80,1.264361
-66.655035,117,1.438637
-191.090448,124,1.619724
-105.088651,92,1.752336
-226.685478,116,1.943967
-100.21473,97,2.147123
-137.244919,79,2.314008
-148.670744,65,2.47924
3.634676,76,2.859245
-105.065887,64,6.115365
-89.321179,70,6.292342
-218.078291,86,6.440301
-93.169601,69,6.562227
-125.004656,71,6.686159
-95.088038,84,6.830523
-169.775041,117,7.020051
-136.357213,66,7.125947
-100.893826,78,7.26165
-161.741348,119,7.557616
-8.343797,120,7.994773
-85.827848,65,8.198251
-255.878808,120,12.341188
-124.302214,112,12.98541
-90.923466,64,13.204064
-182.133944,106,13.541579
-157.301882,124,13.871789
-104.278799,81,14.046703
-286.348809,130,14.2903
-133.537667,99,14.460186
-75.315206,83,14.82816
-127.202691,100,15.201518
-95.429251,98,18.743568
-96.578422,98,20.874706
-147.459732,86,21.05628
-98.524177,103,21.25278
-121.455719,111,21.475162
-188.564614,85,21.637248
-220.336201,104,21.826954
-109.284142,87,21.985367
-132.308128,95,22.158352
-99.092867,75,22.288364
-288.913466,120,22.503471
-130.021748,78,25.812036
-187.288424,98,26.247159
-76.687304,70,26.468803
-31.393851,122,26.86837
-94.894472,69,27.029627
-224.404445,115,27.617964
-138.541411,107,27.947416
-85.332553,75,28.094246
-104.438438,81,28.247827
-237.032838,131,28.717517
-191.837789,79,29.089553
-100.149402,74,32.467042
-126.753135,125,32.952947
-139.465203,108,33.239084
-102.273081,97,33.424319
-73.278453,73,33.565584
-44.721742,102,33.75882
-52.094538,60,33.870499
-137.261545,78,34.033094
-109.68267,67,34.163982
-157.434096,140,34.400709
-102.34664,75,34.550806
-150.462007,107,38.764904
-116.249666,111,39.935398
-76.18324,104,40.134711
-71.899777,63,40.240209
-106.55519,106,40.417181
-143.751919,72,40.550842
-110.513059,77,40.685978
-123.900184,86,40.837687
-79.32484,70,40.984921
-91.015155,74,41.127932
-114.953077,90,41.461851
-218.861407,124,45.781118
-221.170138,132,46.109393
-75.464031,66,46.229547
-94.587992,93,46.467522
-209.230725,127,46.78471
-120.683467,133,47.278321
-96.196857,67,47.473857
-68.924959,108,47.78992
-200.355714,110,48.085991
-67.276858,65,48.218807
-123.54108,94,48.398553
-85.175682,63,52.152532
-72.409283,65,52.460221
-110.063417,88,52.860794
-99.081518,69,53.168722
