#{"t_start": 1770047039.228432, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-88.901949,83,1.112784
-83.524234,90,1.219029
-299.652277,133,1.378549
-129.393293,111,1.507808
-199.426595,85,1.603277
-126.246627,92,1.709177
-306.641116,100,1.82161
-94.045526,60,1.892581
-357.409709,110,2.024017
-289.898506,95,2.131779
-229.27702,128,5.058971
-179.995802,115,5.184613
-124.237386,64,5.260799
-117.402293,73,5.340646
-106.861643,97,5.44638
-138.136713,67,5.52544
-140.686783,69,5.598852
-146.241806,64,5.667349
-163.260389,84,5.753776
-169.767336,73,5.827639
-147.005319,92,5.922702
-119.537701,62,5.985993
-92.652628,109,8.309724
-67.506152,59,8.408813
-70.915544,72,8.52519
-130.348495,87,8.654081
-414.802891,119,8.835661
3.766437,70,8.946956
-162.02571,128,9.087052
-231.051022,95,9.191299
-305.400249,108,9.31641
-203.752497,80,9.415467
-215.53366,95,9.527093
-257.475123,92,9.660262
-182.018857,95,15.172235
-137.089951,59,15.361405
-115.131141,90,15.612028
-105.753369,95,15.816224
-328.775304,110,15.950279
-356.0679,98,16.118064
-139.002447,89,16.24015
-238.563098,89,16.343521
-356.539052,98,16.463565
-133.950746,74,16.568576
-85.030387,107,16.686311
-258.016589,94,19.172458
-118.813178,81,19.250683
-113.193838,83,19.361651
-116.116633,93,19.619822
-234.53188,79,19.748976
-182.710742,81,19.876442
-114.727847,61,19.983113
-176.392057,114,20.137207
-112.889868,100,20.305493
-109.529644,65,20.42069
-130.686765,62,20.56256
-172.676467,85,20.722962
-78.765556,74,23.066631
-295.570018,132,23.350246
-301.79295,115,23.611307
-251.736491,105,23.741697
-236.036248,77,23.831465
-148.211638,79,23.926935
-89.488548,105,24.04944
-244.181831,99,24.164028
-290.212333,82,24.260657
-90.587654,124,24.391009
-86.067935,59,24.45597
-167.290624,72,27.192231
-112.88041,59,27.278443
-208.179441,118,28.690428
-77.264728,71,28.787584
-207.813133,103,28.932585
-129.191664,114,29.084409
-288.677869,109,29.233862
-132.840835,59,29.320667
