tau,low,median,high
193.22004621666665,0.5,0.8333333333333334,1.0
194.88302204625847,0.5,0.8333333333333334,1.0
196.5459978758503,0.5,0.8333333333333334,1.0
198.20897370544216,0.5,0.8333333333333334,1.0
199.871949535034,0.5,0.8333333333333334,1.0
201.53492536462582,0.5,0.8333333333333334,1.0
203.19790119421765,0.5,0.8333333333333334,1.0
204.8608770238095,0.5,0.8333333333333334,1.0
206.52385285340134,0.5,0.8333333333333334,1.0
208.18682868299317,0.5,0.8333333333333334,1.0
209.849804512585,0.5,0.8333333333333334,1.0
211.51278034217685,0.5,0.8333333333333334,1.0
213.17575617176868,0.5,0.8333333333333334,1.0
214.8387320013605,0.5,0.8333333333333334,1.0
216.50170783095234,0.5,0.8333333333333334,1.0
218.1646836605442,0.5,0.8333333333333334,1.0
219.82765949013603,0.5,0.8333333333333334,1.0
221.49063531972786,0.5,0.8333333333333334,1.0
223.1536111493197,0.5,0.8333333333333334,1.0
224.81658697891154,0.5,0.8333333333333334,1.0
226.47956280850337,0.5,0.8333333333333334,1.0
228.1425386380952,0.5,0.8333333333333334,1.0
229.80551446768703,0.5,0.8333333333333334,1.0
231.4684902972789,0.5,0.8333333333333334,1.0
233.13146612687072,0.5,0.8333333333333334,1.0
234.79444195646255,0.3333333333333333,0.6666666666666666,1.0
236.45741778605438,0.3333333333333333,0.6666666666666666,1.0
238.1203936156462,0.3333333333333333,0.6666666666666666,1.0
239.78336944523807,0.3333333333333333,0.6666666666666666,1.0
241.4463452748299,0.3333333333333333,0.6666666666666666,1.0
243.10932110442172,0.3333333333333333,0.6666666666666666,1.0
244.77229693401358,0.3333333333333333,0.6666666666666666,1.0
246.4352727636054,0.3333333333333333,0.6666666666666666,1.0
248.09824859319724,0.16666666666666666,0.5,0.8333333333333334
249.76122442278907,0.16666666666666666,0.5,0.8333333333333334
251.4242002523809,0.16666666666666666,0.5,0.8333333333333334
253.08717608197276,0.0,0.3333333333333333,0.6666666666666666
254.7501519115646,0.0,0.3333333333333333,0.6666666666666666
256.4131277411564,0.0,0.3333333333333333,0.6666666666666666
258.0761035707483,0.0,0.3333333333333333,0.6666666666666666
259.7390794003401,0.0,0.3333333333333333,0.6666666666666666
261.40205522993193,0.0,0.3333333333333333,0.6666666666666666
263.0650310595238,0.0,0.3333333333333333,0.6666666666666666
264.7280068891156,0.0,0.3333333333333333,0.6666666666666666
266.39098271870745,0.0,0.3333333333333333,0.6666666666666666
268.0539585482993,0.0,0.3333333333333333,0.6666666666666666
269.7169343778911,0.0,0.16666666666666666,0.5
271.37991020748296,0.0,0.16666666666666666,0.5
273.04288603707477,0.0,0.16666666666666666,0.5
274.7058618666666,0.0,0.0,0.0
