tau,low,median,high
203.58980243333335,0.5,0.8333333333333334,1.0
204.95055354387756,0.5,0.8333333333333334,1.0
206.31130465442178,0.5,0.8333333333333334,1.0
207.672055764966,0.5,0.8333333333333334,1.0
209.03280687551023,0.5,0.8333333333333334,1.0
210.39355798605445,0.5,0.8333333333333334,1.0
211.75430909659866,0.5,0.8333333333333334,1.0
213.11506020714288,0.5,0.8333333333333334,1.0
214.4758113176871,0.5,0.8333333333333334,1.0
215.8365624282313,0.5,0.8333333333333334,1.0
217.19731353877552,0.5,0.8333333333333334,1.0
218.55806464931973,0.5,0.8333333333333334,1.0
219.91881575986395,0.5,0.8333333333333334,1.0
221.2795668704082,0.5,0.8333333333333334,1.0
222.6403179809524,0.5,0.8333333333333334,1.0
224.00106909149662,0.5,0.8333333333333334,1.0
225.36182020204083,0.3333333333333333,0.6666666666666666,1.0
226.72257131258505,0.3333333333333333,0.6666666666666666,1.0
228.08332242312926,0.3333333333333333,0.6666666666666666,1.0
229.44407353367347,0.3333333333333333,0.6666666666666666,1.0
230.80482464421772,0.3333333333333333,0.6666666666666666,1.0
232.16557575476193,0.3333333333333333,0.6666666666666666,1.0
233.52632686530615,0.3333333333333333,0.6666666666666666,1.0
234.88707797585036,0.3333333333333333,0.6666666666666666,1.0
236.24782908639457,0.16666666666666666,0.5,0.8333333333333334
237.6085801969388,0.16666666666666666,0.5,0.8333333333333334
238.969331307483,0.16666666666666666,0.5,0.8333333333333334
240.33008241802725,0.16666666666666666,0.5,0.8333333333333334
241.69083352857143,0.16666666666666666,0.5,0.8333333333333334
243.05158463911567,0.16666666666666666,0.5,0.8333333333333334
244.4123357496599,0.16666666666666666,0.5,0.8333333333333334
245.7730868602041,0.16666666666666666,0.5,0.8333333333333334
247.13383797074832,0.16666666666666666,0.5,0.8333333333333334
248.49458908129253,0.16666666666666666,0.5,0.8333333333333334
249.85534019183675,0.16666666666666666,0.5,0.8333333333333334
251.21609130238096,0.16666666666666666,0.5,0.8333333333333334
252.5768424129252,0.16666666666666666,0.5,0.8333333333333334
253.9375935234694,0.16666666666666666,0.5,0.8333333333333334
255.29834463401363,0.16666666666666666,0.5,0.8333333333333334
256.6590957445578,0.16666666666666666,0.5,0.8333333333333334
258.01984685510206,0.0,0.3333333333333333,0.6666666666666666
259.3805979656463,0.0,0.3333333333333333,0.6666666666666666
260.7413490761905,0.0,0.3333333333333333,0.6666666666666666
262.10210018673473,0.0,0.16666666666666666,0.5
263.4628512972789,0.0,0.16666666666666666,0.5
264.82360240782316,0.0,0.16666666666666666,0.5
266.18435351836735,0.0,0.16666666666666666,0.5
267.5451046289116,0.0,0.16666666666666666,0.5
268.9058557394558,0.0,0.16666666666666666,0.5
270.26660685,0.0,0.0,0.0
