#{"t_start": 1769689626.1999931, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-91.874244,64,0.77728
-70.554371,101,0.867584
-106.077273,66,0.919633
-361.865602,101,1.001144
-135.704828,71,1.059169
-51.398562,65,1.113096
-182.062039,81,1.389367
-74.968952,57,1.566619
-136.391469,120,1.761315
-81.481456,65,1.844524
-133.523537,77,1.944827
-313.966016,83,2.049887
-139.488927,89,3.494601
-117.678365,78,3.555523
-113.540783,88,3.624764
-111.48599,93,3.697521
-126.909404,71,3.753949
-136.844953,80,3.819129
-156.595916,67,3.87034
-377.206186,90,3.941563
-125.254671,94,4.016248
-85.646672,64,4.065705
-111.888085,101,4.144674
-90.342535,98,4.222532
-108.100844,86,5.644205
-125.796016,66,5.704944
-110.918496,110,5.815599
-437.618989,93,5.888691
-62.47951,59,5.936906
-94.752859,120,6.031956
-147.504744,70,6.085747
-151.425146,76,6.146217
-94.373966,86,6.212385
-153.317946,103,6.30165
-82.473074,66,6.357232
-110.318433,75,6.417246
-110.221546,66,6.471284
-124.485784,86,8.438015
-229.578753,112,8.529564
-102.079192,63,8.578055
-78.932809,116,8.66767
-87.188122,62,8.716614
-122.115126,98,8.791534
-90.220511,86,8.858885
-96.599198,69,8.913117
-128.660497,93,8.985031
-85.47934,97,9.062495
-135.378431,112,9.148172
-45.844489,65,10.694575
-101.32678,68,10.761061
-57.278335,113,10.850584
-72.123906,64,10.899335
-68.594776,72,10.955045
-108.93396,71,11.009507
-77.932481,70,11.06279
-138.009747,79,11.122043
-317.956812,124,11.218438
-98.008618,82,11.338482
-59.425546,81,11.40155
-139.992723,85,11.467912
-248.756807,95,11.543138
-94.223671,70,12.894618
-153.493208,113,12.985387
-226.71765,106,13.086711
-92.300336,66,13.139143
-100.306055,65,13.192147
-109.173556,106,13.272134
-38.028242,76,13.332986
-60.420113,65,13.383521
-111.157194,100,13.461389
-176.099637,104,13.544328
-105.733036,80,13.604088
-125.656977,68,13.6575
-71.024751,89,15.17819
-103.969721,87,15.681638
-17.241312,65,15.750044
-91.383385,120,15.876875
-88.269993,68,15.943493
-167.179134,84,16.028777
