#{"t_start": 1769171201.258305, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-360.613205,100,1.474241
-478.805739,130,1.599756
-199.39511,83,1.670136
-77.54852,106,1.748032
-308.949097,98,1.809658
-277.755805,175,1.905742
29.144166,81,1.953826
-217.936368,86,2.0068
-376.651772,101,2.066878
-419.789321,95,2.949634
-180.068613,85,2.992177
-164.808442,123,3.051951
-145.051938,116,3.108414
-141.33723,156,3.188181
-233.695125,100,3.256118
-55.573306,190,3.366164
-347.865869,85,3.422614
-399.450607,173,4.818205
-461.434542,121,4.910621
-283.855067,80,4.97437
-244.869313,169,5.256849
-62.429511,84,5.345871
-48.338627,84,5.451954
-164.80072,109,5.529806
-53.147532,85,5.579928
-97.748692,105,5.660356
-28.299916,67,5.702074
-168.836943,120,6.881759
-186.09426,130,7.494917
-50.086137,114,7.567489
-50.233,64,7.615098
-144.182977,88,7.836367
-114.566356,132,8.011893
-202.18305,88,8.146724
-77.947392,78,8.236466
-243.100566,134,8.358513
-115.20604,110,8.472441
-96.191238,126,10.02786
-196.472169,124,10.144646
-138.97539,133,10.217015
-15.85283,179,10.322675
-54.922257,82,10.372077
-40.935994,83,10.417236
-304.159272,112,10.477115
-114.923677,107,10.536568
-116.529572,110,10.593539
-53.034642,175,12.501669
-121.399047,125,12.6145
-70.155353,116,12.739368
-131.589994,124,12.831948
-66.646572,183,13.01255
-204.394564,125,13.138049
-59.014022,164,13.443902
-93.366511,109,15.149639
-33.57722,161,15.948111
-115.67307,183,16.133338
-39.690366,121,16.219839
21.882317,210,16.419655
-70.024056,183,16.615476
-126.651236,143,18.140903
-150.049665,136,18.304061
-41.772849,122,18.432254
-50.204554,133,18.805062
-80.112128,78,18.887014
-51.149196,118,18.996987
-51.751237,133,19.097646
-75.941278,119,19.18735
-43.1091,170,20.515967
-55.040032,120,20.577267
-58.926755,94,20.634157
-54.122677,137,20.707584
-41.948849,115,20.784536
-7.912041,84,20.871331
19.780322,174,21.02117
-36.465796,162,21.199888
-4.651067,119,22.728942
-6.681379,149,23.949277
-39.841817,132,24.538706
-0.492193,106,24.850601
18.0497,96,24.988737
1.671825,186,25.771355
-54.480815,106,26.036813
-46.010469,1000,29.83487
-10.325011,161,29.986302
8.564924,114,31.194981
0.309742,1000,32.345262
-343.137229,415,36.336135
10.792991,143,36.457401
18.296947,100,36.542831
-17.745711,146,36.687186
18.402448,164,36.895379
63.746339,1000,38.972085
-16.788367,127,40.265211
40.498912,1000,41.860193
-7.741572,113,41.955495
46.434108,1000,45.734004
97.316266,1000,47.975949
116.640714,1000,49.914665
59.80416,1000,53.546348
62.682613,192,53.841231
69.58071,1000,55.853182
117.636689,1000,58.309171
75.818751,1000,63.033736
65.787016,1000,65.39196
37.841786,1000,68.046929
90.898647,1000,71.565717
42.747534,212,71.741368
146.571622,1000,73.445924
102.498108,1000,75.346074
116.088964,1000,77.843943
30.504709,148,77.914598
140.980839,1000,79.179231
130.751488,1000,81.028813
121.042565,1000,83.892819
108.20123,1000,85.173313
160.534878,1000,86.854464
50.731963,187,86.984359
104.252957,1000,90.1358
86.008732,1000,92.013799
130.938599,1000,94.206238
178.118215,1000,97.657999
123.058966,1000,99.674179
156.049501,1000,101.510408
113.059528,1000,105.144248
129.269631,1000,107.325905
139.468246,1000,109.267008
155.375474,1000,111.611125
161.103053,1000,112.858146
115.21379,1000,114.484598
123.507941,1000,117.300961
159.073486,1000,118.554543
183.456112,1000,120.022741
138.621473,1000,123.339034
152.984595,1000,124.622838
188.465972,1000,126.300674
168.656803,1000,128.309392
149.405801,1000,129.853733
155.473496,1000,131.108636
138.834051,1000,132.851638
169.069153,1000,135.58133
149.645057,1000,136.825472
176.866826,1000,138.478316
136.364156,1000,142.074395
166.654876,1000,144.298426
128.125846,1000,146.625817
151.506101,1000,149.822305
133.300853,1000,151.528438
147.087567,1000,153.979732
137.51396,1000,157.059274
160.6473,1000,158.602067
138.827324,1000,161.685045
202.733853,1000,164.892305
170.155186,1000,166.74505
152.721877,1000,168.369745
140.05421,1000,171.664608
124.580867,1000,174.38485
134.149891,1000,176.680779
181.256321,1000,179.724023
143.7991,1000,181.726934
24.501587,166,181.86489
51.769591,176,181.973426
101.551409,1000,184.336764
166.225351,1000,187.225407
124.850336,1000,189.012529
141.487349,1000,190.774342
123.971533,1000,194.113219
170.410297,1000,196.248476
128.035858,1000,198.472429
170.580107,1000,201.818017
173.763091,1000,203.150614
158.761111,1000,204.463605
177.77963,1000,207.607137
61.852079,161,207.772859
195.237946,1000,209.511229
131.954319,1000,210.894168
129.885905,1000,214.536935
201.660165,1000,216.18087
173.869788,1000,217.942553
173.166591,1000,220.482881
132.191207,1000,223.016381
169.472094,1000,225.100801
161.577658,1000,227.098479
64.635153,171,228.311696
136.181946,1000,236.010723
202.782954,1000,253.296677
162.42009,1000,261.352499
160.96564,1000,264.918583
159.663187,1000,267.289594
163.934638,1000,268.597377
181.169583,1000,273.134421
173.037442,1000,275.104401
189.832254,1000,277.104846
163.052518,1000,279.861203
193.557296,1000,281.183305
162.516925,1000,282.857645
33.741082,164,282.957434
